codigo,nombre,descripcion,unidad_de_medida_codigo,vigencia
03026983,"Los demás congrios (Genypterus chilensis) (Genypterus maculatus), enteros","Los demás congrios (Genypterus chilensis) (Genypterus maculatus), enteros",6,S
03026984,"Los demás congrios (Genypterus chilensis) (Genypterus maculatus), descabezados y eviscerados («HG»)","Los demás congrios (Genypterus chilensis) (Genypterus maculatus), descabezados y eviscerados («HG»)",6,S
03026989,Los demás,Los demás,6,S
03026991,"Esturión blanco (Acipenser transmontanus) y esturión de Siberia (Acipenser baeri), entero","Esturión blanco (Acipenser transmontanus) y esturión de Siberia (Acipenser baeri), entero",6,S
03026992,"Esturión blanco (Acipenser transmontanus) y esturión de Siberia (Acipenser baeri), descabezado y evi","Esturión blanco (Acipenser transmontanus) y esturión de Siberia (Acipenser baeri), descabezado y eviscerado («HG»)",6,S
03026993,"Merluza de cola (Macruronus magellanicus), entera","Merluza de cola (Macruronus magellanicus), entera",6,S
03026994,"Merluza de cola (Macruronus magellanicus), descabezada y eviscerada («HG»)","Merluza de cola (Macruronus magellanicus), descabezada y eviscerada («HG»)",6,S
03026995,"Merluza de tres aletas (Micromesistius australis), entera","Merluza de tres aletas (Micromesistius australis), entera",6,S
03026996,"Merluza de tres aletas (Micromesistius australis), descabezada y eviscerada («HG»)","Merluza de tres aletas (Micromesistius australis), descabezada y eviscerada («HG»)",6,S
03026999,Los demás,Los demás,6,S
03027000,"Hígados, huevas y lechas","Hígados, huevas y lechas",6,S
03031110,Enteros,Enteros,6,S
03031120,Descabezados y eviscerados («HG»),Descabezados y eviscerados («HG»),6,S
03031130,"Medallones (rodajas, «steak»)*","Medallones (rodajas, «steak»)*",6,S
03031140,"Belly (harami, harasu)*","Belly (harami, harasu)*",6,S
03031190,Los demás,Los demás,6,S
03031910,Enteros,Enteros,6,S
03031920,Descabezados y eviscerados («HG»),Descabezados y eviscerados («HG»),6,S
03031930,"Medallones (rodajas, «steak»)* ","Medallones (rodajas, «steak»)* ",6,S
03031940,"Belly (harami, harasu)*","Belly (harami, harasu)*",6,S
03031990,Los demás,Los demás,6,S
03032110,Enteras ,Enteras ,6,S
03032120,Descabezadas y evisceradas («HG»),Descabezadas y evisceradas («HG»),6,S
03032140,"Medallones (rodajas, «steak»)* ","Medallones (rodajas, «steak»)* ",6,S
03032150,"Belly (harami, harasu)*","Belly (harami, harasu)*",6,S
03032190,Las demás,Las demás,6,S
03032210,Enteros,Enteros,6,S
03032220,Descabezados y eviscerados («HG»),Descabezados y eviscerados («HG»),6,S
03032230,"Medallones (rodajas, «steak»)*","Medallones (rodajas, «steak»)*",6,S
03032240,"Belly (harami, harasu)*","Belly (harami, harasu)*",6,S
03032290,Los demás,Los demás,6,S
03032900,Los demás,Los demás,6,S
03033100,"Halibut (fletán) (Reinhardtius hippoglossoides,Hippoglossus hippoglossus, Hippoglossus stenolepis)","Halibut (fletán) (Reinhardtius hippoglossoides,Hippoglossus hippoglossus, Hippoglossus stenolepis)",6,S
03033200,Sollas (Pleuronectes platessa)  ,Sollas (Pleuronectes platessa)  ,6,S
03033300,Lenguados (Solea spp.) ,Lenguados (Solea spp.) ,6,S
03033911,Entero,Entero,6,S
03033912,Descabezado y eviscerado («HG»),Descabezado y eviscerado («HG»),6,S
03033919,Los demás,Los demás,6,S
03033921,Entero,Entero,6,S
03033922,Descabezado y eviscerado («HG»),Descabezado y eviscerado («HG»),6,S
03033929,Los demás,Los demás,6,S
03033990,Los demás,Los demás,6,S
03034110,Enteros,Enteros,6,S
03034120,Descabezado y eviscerado («HG»),Descabezado y eviscerado («HG»),6,S
03034190,Los demás,Los demás,6,S
03034200,Atunes de aleta amarilla (rabiles) (Thunnus albacares),Atunes de aleta amarilla (rabiles) (Thunnus albacares),6,S
03034300,Listados o bonitos de vientre rayado   ,Listados o bonitos de vientre rayado   ,6,S
03034400,Patudos o atunes ojo grande (Thunnus obesus),Patudos o atunes ojo grande (Thunnus obesus),6,S
03034500,Atunes comunes o de aleta azul (Thunnus thynnus),Atunes comunes o de aleta azul (Thunnus thynnus),6,S
03034600,Atunes del sur (Thunnus maccoyii),Atunes del sur (Thunnus maccoyii),6,S
03034900,Los demás,Los demás,6,S
03035100,"Arenques (Clupea harengus, Clupea pallasii)","Arenques (Clupea harengus, Clupea pallasii)",6,S
03035200,"Bacalaos (Gadus morhua, Gadus ogac, Gadus   macrocephalus)","Bacalaos (Gadus morhua, Gadus ogac, Gadus   macrocephalus)",6,S
03036110,Enteros,Enteros,6,S
03036120,"Descabezados y eviscerados (""HG"")","Descabezados y eviscerados (""HG"")",6,S
03036190,Los demás,Los demás,6,S
03036211,Entero,Entero,6,S
03036212,"Descabezado y eviscerado (""HG"")","Descabezado y eviscerado (""HG"")",6,S
03036219,Los demás,Los demás,6,S
03036290,Las demás,Las demás,6,S
03037111,Entera,Entera,6,S
03037112,Descabezadas y evisceradas («HG»),Descabezadas y evisceradas («HG»),6,S
03037119,Las demás,Las demás,6,S
03037190,Los demás,Los demás,6,S
03037200,Eglefinos (Melanogrammus aeglefinus),Eglefinos (Melanogrammus aeglefinus),6,S
03037300,Carboneros (Pollachius virens),Carboneros (Pollachius virens),6,S
03037411,Entero,Entero,6,S
03037419,Los demás,Los demás,6,S
03037490,Los demás,Los demás,6,S
03037510,Tiburón (Marrajo) (Isurus oxyrinchus) y azulejo (Prionace glauca),Tiburón (Marrajo) (Isurus oxyrinchus) y azulejo (Prionace glauca),6,S
03037590,Los demás,Los demás,6,S
03037600,Anguilas (Anguilla spp.),Anguilas (Anguilla spp.),6,S
03037700,"Róbalos (Dicentrarchus labrax, Dicentrarchus punctatus)","Róbalos (Dicentrarchus labrax, Dicentrarchus punctatus)",6,S
03037811,Entera,Entera,6,S
03037812,Descabezada y eviscerada («HG»),Descabezada y eviscerada («HG»),6,S
03037819,Las demás,Las demás,6,S
03037821,Entera,Entera,6,S
03037822,Descabezada y eviscerada («HG»),Descabezada y eviscerada («HG»),6,S
03037829,Las demás,Las demás,6,S
03037890,Las demás,Las demás,6,S
03037921,Entero,Entero,6,S
03037922,Descabezado y eviscerado («HG»),Descabezado y eviscerado («HG»),6,S
03037929,Los demás,Los demás,6,S
03037931,"Congrio dorado (Genypterus blacodes), entero","Congrio dorado (Genypterus blacodes), entero",6,S
03037932,"Congrio dorado (Genypterus blacodes), descabezado y eviscerado («HG»)","Congrio dorado (Genypterus blacodes), descabezado y eviscerado («HG»)",6,S
03037933,Los demás congrios enteros,Los demás congrios enteros,6,S
03037934,"Los demás congrios, descabezados y eviscerados («HG»)","Los demás congrios, descabezados y eviscerados («HG»)",6,S
03037935,"Cojinova (Seriolella violacea), (Seriolella caerulea), (seriolellapunctata), entera","Cojinova (Seriolella violacea), (Seriolella caerulea), (seriolellapunctata), entera",6,S
03037936,"Cojinova (Seriolella violacea), (Seriolella caerulea), (Seriolella punctata), descabezada y eviscera","Cojinova (Seriolella violacea), (Seriolella caerulea), (Seriolella punctata), descabezada y eviscerada («HG»)",6,S
03037937,"Brótula (Salilota australis), entera","Brótula (Salilota australis), entera",6,S
03037938,"Brótula (Salilota australis),  descabezada y eviscerada (""HG"") ","Brótula (Salilota australis),  descabezada y eviscerada (""HG"") ",6,S
03037939,Los demás,Los demás,6,S
03037940,Corvina (Cilus gilberti),Corvina (Cilus gilberti),6,S
03037951,Entera,Entera,6,S
03037952,Descabezada y eviscerada («HG»),Descabezada y eviscerada («HG»),6,S
03037959,Las demás,Las demás,6,S
03037960,Mantarraya (Raja spp.),Mantarraya (Raja spp.),6,S
03037971,Entera,Entera,6,S
03037972,Descabezada y eviscerada («HG»),Descabezada y eviscerada («HG»),6,S
03037979,Las demás,Las demás,6,S
03037984,Entero,Entero,6,S
03037985,Descabezado y eviscerado («HG»),Descabezado y eviscerado («HG»),6,S
03037988,Las demás,Las demás,6,S
03037991,"Alfonsino (Beryx splendens), entero","Alfonsino (Beryx splendens), entero",6,S
03037992,"Orange roughy (Hoplothethus atlanticus), entero","Orange roughy (Hoplothethus atlanticus), entero",6,S
03037993,"Merluza de cola (Macruronus magellanicus), entera","Merluza de cola (Macruronus magellanicus), entera",6,S
03037994,"Merluza de tres aletas (Micromesistius australis), entera","Merluza de tres aletas (Micromesistius australis), entera",6,S
03037995,"Merluza de tres aletas (Micromesistius australis), descabezada  y eviscerada «HG»","Merluza de tres aletas (Micromesistius australis), descabezada  y eviscerada «HG»",6,S
03037996,"Besugo (Epigonus crassicaudus), descabezado y eviscerado (HG) ","Besugo (Epigonus crassicaudus), descabezado y eviscerado (HG) ",6,S
03037997,"Draco rayado (Champsocephalus gunnari), entero","Draco rayado (Champsocephalus gunnari), entero",6,S
03037998,Mahi-mahi (Coryphaena hippurus),Mahi-mahi (Coryphaena hippurus),6,S
03037999,Los demás,Los demás,6,S
03038010,"De salmones del Pacífico, del Atlántico y del Danubio","De salmones del Pacífico, del Atlántico y del Danubio",6,S
03038020,De truchas,De truchas,6,S
03038030,De merluza (Merluccius spp.),De merluza (Merluccius spp.),6,S
03038090,Los demás,Los demás,6,S
03041110,Filetes,Filetes,6,S
03041190,Las demás,Las demás,6,S
03041211,Filetes,Filetes,6,S
03041219,Las demás,Las demás,6,S
03041290,Los demás,Los demás,6,S
03041910,Tiburón (marrajo) (Isurus oxyrinchus) y azulejo (Prionace glauca),Tiburón (marrajo) (Isurus oxyrinchus) y azulejo (Prionace glauca),6,S
03041921,Filetes,Filetes,6,S
03041929,Las demás,Las demás,6,S
03041931,Filetes de merluza común (Merluccius gayi gayi),Filetes de merluza común (Merluccius gayi gayi),6,S
03041932,Filetes de merluza del sur (Merluccius australis),Filetes de merluza del sur (Merluccius australis),6,S
03041939,Los demás,Los demás,6,S
03041941,Filetes de salmones del Pacífico,Filetes de salmones del Pacífico,6,S
03041942,Filetes de salmones del Atlántico y salmones del Danubio,Filetes de salmones del Atlántico y salmones del Danubio,6,S
03041949,Las demás ,Las demás ,6,S
03041951,Filetes,Filetes,6,S
03041959,Las demás,Las demás,6,S
03041961,Filetes de sardina (Sardinops sagax),Filetes de sardina (Sardinops sagax),6,S
03041962,Filetes de sardina común (Clupea bentincki),Filetes de sardina común (Clupea bentincki),6,S
03041963,Filetes de jurel (Trachurus murphyi),Filetes de jurel (Trachurus murphyi),6,S
03041964,Filetes de caballa (Scomber japonicus peruana),Filetes de caballa (Scomber japonicus peruana),6,S
03041969,Las demás,Las demás,6,S
03041970,Alfonsino (Beryx splendens),Alfonsino (Beryx splendens),6,S
03041991,Filetes de merluza de cola (Macruronus magellanicus),Filetes de merluza de cola (Macruronus magellanicus),6,S
03041992,Filetes de merluza de tres aletas (Micromesistius australis),Filetes de merluza de tres aletas (Micromesistius australis),6,S
03041999,Las demás,Las demás,6,S
03042100,Peces espada (Xiphias gladius),Peces espada (Xiphias gladius),6,S
03042210,Bacalao de profundidad (Dissostichus eleginoides),Bacalao de profundidad (Dissostichus eleginoides),6,S
03042290,Los demás,Los demás,6,S
03042910,Tiburón (Marrajo) (Isurus oxyrinchus) y azulejo (Prionace glauca),Tiburón (Marrajo) (Isurus oxyrinchus) y azulejo (Prionace glauca),6,S
03042920,Bacalao de Juan Fernández (Polyprion oxygeneios),Bacalao de Juan Fernández (Polyprion oxygeneios),6,S
03042931,Merluza común (Merluccius gayi gayi),Merluza común (Merluccius gayi gayi),6,S
03042932,Merluza del sur (Merluccius australis),Merluza del sur (Merluccius australis),6,S
03042939,Los demás,Los demás,6,S
03042941,Salmones del Pacífico,Salmones del Pacífico,6,S
03042942,Salmones del Atlántico y salmones del Danubio,Salmones del Atlántico y salmones del Danubio,6,S
03042950,"Truchas (Salmo trutta, Oncorhynchus mykiss, Oncorhynchus clarki, Oncorhynchus aguabonita, Oncorhynch","Truchas (Salmo trutta, Oncorhynchus mykiss, Oncorhynchus clarki, Oncorhynchus aguabonita, Oncorhynchus gilae, Oncorhynchus apache y Oncorhynchus chrysogaster)",6,S
03042961,Sardina (Sardinops sagax),Sardina (Sardinops sagax),6,S
03042962,Sardina común (Clupea bentincki),Sardina común (Clupea bentincki),6,S
03042963,Jurel (Trachurus murphyi),Jurel (Trachurus murphyi),6,S
03042964,Caballa (Scomber japonicus peruana),Caballa (Scomber japonicus peruana),6,S
03042969,Los demás,Los demás,6,S
03042970,Congrio (Genypterus chilensis) (Genypterus blacodes)  (Genypterus maculatus),Congrio (Genypterus chilensis) (Genypterus blacodes)  (Genypterus maculatus),6,S
03042991,Merluza de cola (Macruronus magellanicus),Merluza de cola (Macruronus magellanicus),6,S
03042992,Merluza de tres aletas (Micromesistius australis),Merluza de tres aletas (Micromesistius australis),6,S
03042993,Alfonsino (Beryx splendens),Alfonsino (Beryx splendens),6,S
03042994,Besugo (Epigonus crassicaudus),Besugo (Epigonus crassicaudus),6,S
03042995,Mahi-mahi (Coryphaena hippurus),Mahi-mahi (Coryphaena hippurus),6,S
03042999,Los demás,Los demás,6,S
03049100,Peces espada (Xiphias gladius),Peces espada (Xiphias gladius),6,S
03049211,Trozos,Trozos,6,S
03049212,Cocochas,Cocochas,6,S
03049219,Los demás,Los demás,6,S
03049290,Los demás,Los demás,6,S
03049910,Tiburón (marrajo) (Isurus oxyrinchus) y azulejo (Prionace glauca),Tiburón (marrajo) (Isurus oxyrinchus) y azulejo (Prionace glauca),6,S
03049921,Trozos,Trozos,6,S
03049922,Cocochas,Cocochas,6,S
03049929,Las demás,Las demás,6,S
03049931,Surimi de merluza común (Merluccius gayi gayi),Surimi de merluza común (Merluccius gayi gayi),6,S
03049932,Trozos,Trozos,6,S
03049933,Cocochas,Cocochas,6,S
03049934,Las demás carnes de merluza común (Merluccius gayi gayi),Las demás carnes de merluza común (Merluccius gayi gayi),6,S
03049935,Las demás carnes de merluza del sur (Merluccius australis),Las demás carnes de merluza del sur (Merluccius australis),6,S
03049939,Las demás,Las demás,6,S
03049941,Trozos de salmones del Pacífico ,Trozos de salmones del Pacífico ,6,S
03049942,Las demás carnes de salmones del Pacífico,Las demás carnes de salmones del Pacífico,6,S
03049943,Trozos de salmones del Atlántico y salmones del Danubio,Trozos de salmones del Atlántico y salmones del Danubio,6,S
03049944,Las demás carnes de salmones del Atlántico y salmones del Danubio,Las demás carnes de salmones del Atlántico y salmones del Danubio,6,S
03049951,Trozos,Trozos,6,S
03049959,Las demás,Las demás,6,S
03049961,De sardina (Sardinops sagax),De sardina (Sardinops sagax),6,S
03049962,De sardina común (Clupea bentincki),De sardina común (Clupea bentincki),6,S
03049963,Surimi de jurel (Trachurus murphyi),Surimi de jurel (Trachurus murphyi),6,S
03049964,Las demás carnes de jurel (Trachurus murphyi),Las demás carnes de jurel (Trachurus murphyi),6,S
03049969,Las demás,Las demás,6,S
03049971,Trozos,Trozos,6,S
03049979,Las demás,Las demás,6,S
03049991,Las demás carnes de merluza de cola (Macruronus magellanicus),Las demás carnes de merluza de cola (Macruronus magellanicus),6,S
03049992,Las demás carnes de merluza de tres aletas (Micromesistius australis),Las demás carnes de merluza de tres aletas (Micromesistius australis),6,S
03049993,Las demás carnes de alfonsino ,Las demás carnes de alfonsino ,6,S
03049999,Los demás,Los demás,6,S
03051000,"Harina, polvo y «pellets» de pescado, aptos para la alimentación humana ","Harina, polvo y «pellets» de pescado, aptos para la alimentación humana ",6,S
03052010,"Salmones del Pacífico ( Oncorhynchus nerka, Oncorhynchus gorbuscha, Oncorhynchus keta, Oncorhynchus ","Salmones del Pacífico ( Oncorhynchus nerka, Oncorhynchus gorbuscha, Oncorhynchus keta, Oncorhynchus tschawytscha, Oncorhynchus kisutch, Oncorhynchus masou y Oncorhynchus rhodurus), salmones del Atlánt",6,S
03052020,"Truchas (Salmo trutta, Oncorhynchus mykiss, Oncorhynchus clarki, Oncorhynchus aguabonita, Oncorhynch","Truchas (Salmo trutta, Oncorhynchus mykiss, Oncorhynchus clarki, Oncorhynchus aguabonita, Oncorhynchus gilae,Oncorhynchus apache y Oncorhynchus chrysogaster)",6,S
03052090,Los demás,Los demás,6,S
03053010,"Salmones del Pacífico ( Oncorhynchus nerka, Oncorhynchus gorbuscha, Oncorhynchus keta, Oncorhynchus ","Salmones del Pacífico ( Oncorhynchus nerka, Oncorhynchus gorbuscha, Oncorhynchus keta, Oncorhynchus tschawytscha,Oncorhynchus kisutch, Oncorhynchus masou y Oncorhynchus rhodurus), salmones del Atlánti",6,S
03053020,"Truchas (Salmo trutta, Oncorhynchus mykiss, Oncorhynchus clarki, Oncorhynchus aguabonita, Oncorhynch","Truchas (Salmo trutta, Oncorhynchus mykiss, Oncorhynchus clarki, Oncorhynchus aguabonita, Oncorhynchus gilae, Oncorhynchus apache y Oncorhynchus chrysogaster)",6,S
03053030,Jurel (Trachurus murphyi) ,Jurel (Trachurus murphyi) ,6,S
03053040,Anchoveta (Engraulis ringens),Anchoveta (Engraulis ringens),6,S
03053050,Bacalao de profundidad (Dissostichus eleginoides),Bacalao de profundidad (Dissostichus eleginoides),6,S
03053060,Bacalao de Juan Fernández (Polyprion oxygeneios),Bacalao de Juan Fernández (Polyprion oxygeneios),6,S
03053090,Los demás,Los demás,6,S
03054110,Salmones del Pacífico enteros,Salmones del Pacífico enteros,6,S
03054120,"Salmones del Pacífico, descabezados y eviscerados («HG»)","Salmones del Pacífico, descabezados y eviscerados («HG»)",6,S
03054130,Filetes de salmones del Pacífico,Filetes de salmones del Pacífico,6,S
03054140,Salmones del Atlántico y salmones del Danubio enteros,Salmones del Atlántico y salmones del Danubio enteros,6,S
03054150,"Salmones del Atlántico y salmones del Danubio, descabezados y eviscerados («HG»)","Salmones del Atlántico y salmones del Danubio, descabezados y eviscerados («HG»)",6,S
03054160,Filetes de salmones del Atlántico y salmones del Danubio,Filetes de salmones del Atlántico y salmones del Danubio,6,S
03054190,Los demás,Los demás,6,S
03054200,"Arenques (Clupea harengus, Clupea pallasii)","Arenques (Clupea harengus, Clupea pallasii)",6,S
03054911,Enteras,Enteras,6,S
03054912,Descabezadas y evisceradas («HG»),Descabezadas y evisceradas («HG»),6,S
03054913,Filetes,Filetes,6,S
03054919,Los demás,Los demás,6,S
03054990,Los demás,Los demás,6,S
03055100,"Bacalaos (Gadus morhua, Gadus ogac, Gadus macrocephalus)","Bacalaos (Gadus morhua, Gadus ogac, Gadus macrocephalus)",6,S
03055910,Aletas de tiburón,Aletas de tiburón,6,S
03055920,Trozos de salmones del Pacífico ,Trozos de salmones del Pacífico ,6,S
03055930,Trozos de salmones del Atlántico,Trozos de salmones del Atlántico,6,S
03055940,Trozos de salmones del Danubio,Trozos de salmones del Danubio,6,S
03055950,Trozos de truchas,Trozos de truchas,6,S
03055990,Los demás,Los demás,6,S
03056100,"Arenques (Clupea harengus, Clupea pallasii)","Arenques (Clupea harengus, Clupea pallasii)",6,S
03056200,"Bacalaos (Gadus morhua, Gadus ogac, Gadus macrocephalus)","Bacalaos (Gadus morhua, Gadus ogac, Gadus macrocephalus)",6,S
03056300,Anchoas (Engraulis spp.),Anchoas (Engraulis spp.),6,S
03056911,Filetes salados,Filetes salados,6,S
03056912,Filetes en salmuera,Filetes en salmuera,6,S
03056913,"Medallones (rodajas, steak)* salados","Medallones (rodajas, steak)* salados",6,S
03056914,"Medallones (rodajas, steak)* en salmuera","Medallones (rodajas, steak)* en salmuera",6,S
03056915,Las demás porciones o trozos salados,Las demás porciones o trozos salados,6,S
03056916,Las demás porciones o trozos en salmuera,Las demás porciones o trozos en salmuera,6,S
03056919,Los demás,Los demás,6,S
03056921,Filetes salados,Filetes salados,6,S
03056922,Filetes en salmuera,Filetes en salmuera,6,S
03056923,"Medallones (rodajas, steak)* salados","Medallones (rodajas, steak)* salados",6,S
03056924,"Medallones (rodajas, steak)* en salmuera","Medallones (rodajas, steak)* en salmuera",6,S
03056925,Las demás porciones o trozos salados,Las demás porciones o trozos salados,6,S
03056926,Las demás porciones o trozos en salmuera,Las demás porciones o trozos en salmuera,6,S
03056929,Las demás,Las demás,6,S
03056990,Los demás,Los demás,6,S
03061110,Langosta de Isla de Pascua (Panulirus pascuensis),Langosta de Isla de Pascua (Panulirus pascuensis),6,S
03061120,Langosta de Juan Fernández (Jasus frontalis),Langosta de Juan Fernández (Jasus frontalis),6,S
03061130,Langosta enana (Projasus bahamondei),Langosta enana (Projasus bahamondei),6,S
03061190,Las demás,Las demás,6,S
03061200,Bogavantes (Homarus spp.),Bogavantes (Homarus spp.),6,S
03061311,Camarón nailon (Heterocarpus reedi),Camarón nailon (Heterocarpus reedi),6,S
03061312,Camarón ecuatoriano (Penaeus vannamei),Camarón ecuatoriano (Penaeus vannamei),6,S
